loop_id,label_atac_overlap,atac_category,chr1,x1,x2,chr2,y1,y2,resolution,distance,anchor1_width,anchor2_width,loop_span,same_chr,n_assigned_genes,n_components,has_tss_component,has_promoter_component,WHERE,classification,log_distance,log_loop_span,distance_per_loop_span,anchor_width_sum,anchor_width_diff,anchor_width_ratio,where_classification
chr11_62525000_62550000_chr11_62725000_62750000_25000,1,CT,chr11,62525000,62550000,chr11,62725000,62750000,25000,51185,25000,25000,225000,1,1,1,1,0,DOWN,One_OK,10.84322133613675,12.323860125621126,0.22748888888888888,50000,0,1.0,DOWN_One_OK
chr11_62525000_62550000_chr11_62750000_62775000_25000,1,CT,chr11,62525000,62550000,chr11,62750000,62775000,25000,26185,25000,25000,250000,1,1,1,1,0,DOWN,One_OK,10.172980195787698,12.429220196836383,0.10474,50000,0,1.0,DOWN_One_OK
chr11_63050000_63075000_chr11_63175000_63200000_25000,1,CP,chr11,63050000,63075000,chr11,63175000,63200000,25000,1242,25000,25000,150000,1,1,1,0,1,UP,One_OK,7.1252830915107115,11.918397239722838,0.00828,50000,0,1.0,UP_One_OK
chr11_63050000_63075000_chr11_63325000_63350000_25000,1,CP,chr11,63050000,63075000,chr11,63325000,63350000,25000,1242,25000,25000,300000,1,1,1,0,1,UP,One_OK,7.1252830915107115,12.611541086966115,0.00414,50000,0,1.0,UP_One_OK
chr11_63050000_63075000_chr11_63350000_63375000_25000,1,CP,chr11,63050000,63075000,chr11,63350000,63375000,25000,1242,25000,25000,325000,1,1,1,0,1,UP,One_OK,7.1252830915107115,12.691583538230217,0.0038215384615384617,50000,0,1.0,UP_One_OK
chr11_63200000_63225000_chr11_63350000_63375000_25000,1,CT,chr11,63200000,63225000,chr11,63350000,63375000,25000,26146,25000,25000,175000,1,1,1,1,0,UP,One_OK,10.171489740158565,12.07254696717504,0.14940571428571428,50000,0,1.0,UP_One_OK
chr11_63970000_63980000_chr11_64080000_64090000_10000,1,CT,chr11,63970000,63980000,chr11,64080000,64090000,10000,14669,10000,10000,120000,1,1,1,1,0,UP,Both_OK,9.593559871137028,11.695255355062795,0.12224166666666667,20000,0,1.0,UP_Both_OK
chr11_63975000_63980000_chr11_64085000_64090000_5000,1,CT,chr11,63975000,63980000,chr11,64085000,64090000,5000,17169,5000,5000,115000,1,1,1,1,0,UP,Both_OK,9.75091895389152,11.652696102959753,0.14929565217391305,10000,0,1.0,UP_Both_OK
chr11_63975000_63980000_chr11_64090000_64095000_5000,1,CT,chr11,63975000,63980000,chr11,64090000,64095000,5000,17169,5000,5000,120000,1,1,1,1,0,UP,Both_OK,9.75091895389152,11.695255355062795,0.143075,10000,0,1.0,UP_Both_OK
chr11_63975000_64000000_chr11_64075000_64100000_25000,1,CT,chr11,63975000,64000000,chr11,64075000,64100000,25000,26820,25000,25000,125000,1,1,1,1,0,UP,Both_OK,10.196940441748334,11.736077016252437,0.21456,50000,0,1.0,UP_Both_OK
chr11_64275000_64300000_chr11_64900000_64925000_25000,1,CT,chr11,64275000,64300000,chr11,64900000,64925000,25000,8125,25000,25000,650000,1,1,1,1,0,UP,One_OK,9.002824076547672,13.384729180332174,0.0125,50000,0,1.0,UP_One_OK
chr11_64775000_64800000_chr11_65450000_65475000_25000,1,CT,chr11,64775000,64800000,chr11,65450000,65475000,25000,54864,25000,25000,700000,1,1,1,1,0,DOWN,One_OK,10.9126309014249,13.45883704259595,0.07837714285714285,50000,0,1.0,DOWN_One_OK
chr11_64800000_64825000_chr11_64900000_64925000_25000,1,CP,chr11,64800000,64825000,chr11,64900000,64925000,25000,2400,25000,25000,125000,1,1,1,0,1,UP,One_OK,7.783640596221253,11.736077016252437,0.0192,50000,0,1.0,UP_One_OK
chr11_64810000_64820000_chr11_64890000_64900000_10000,1,CP,chr11,64810000,64820000,chr11,64890000,64900000,10000,18,10000,10000,90000,1,1,1,0,1,UP,One_OK,2.9444389791664403,11.407576060361786,0.0002,20000,0,1.0,UP_One_OK
chr11_64810000_64820000_chr11_64900000_64910000_10000,1,CP,chr11,64810000,64820000,chr11,64900000,64910000,10000,18,10000,10000,100000,1,1,1,0,1,UP,One_OK,2.9444389791664403,11.51293546492023,0.00018,20000,0,1.0,UP_One_OK
chr11_64925000_64950000_chr11_65225000_65250000_25000,1,CT,chr11,64925000,64950000,chr11,65225000,65250000,25000,29059,25000,25000,325000,1,1,1,1,0,UP,One_OK,10.277117937124274,12.691583538230217,0.0894123076923077,50000,0,1.0,UP_One_OK
chr11_64925000_64950000_chr11_65450000_65475000_25000,1,CT,chr11,64925000,64950000,chr11,65450000,65475000,25000,29059,25000,25000,550000,1,1,1,1,0,UP,Both_OK,10.277117937124274,13.217675375388819,0.052834545454545453,50000,0,1.0,UP_Both_OK
chr11_65125000_65150000_chr11_65450000_65475000_25000,1,CT,chr11,65125000,65150000,chr11,65450000,65475000,25000,54864,25000,25000,350000,1,1,1,1,0,DOWN,One_OK,10.9126309014249,12.765691290604371,0.1567542857142857,50000,0,1.0,DOWN_One_OK
chr11_65490000_65500000_chr11_65720000_65730000_10000,0,CT,chr11,65490000,65500000,chr11,65720000,65730000,10000,37822,10000,10000,240000,1,1,1,1,0,DOWN,One_OK,10.540672662176004,12.388398368982115,0.15759166666666666,20000,0,1.0,DOWN_One_OK
chr11_65500000_65510000_chr11_65720000_65730000_10000,1,CT,chr11,65500000,65510000,chr11,65720000,65730000,10000,37822,10000,10000,230000,1,1,1,1,0,DOWN,One_OK,10.540672662176004,12.345838935721968,0.16444347826086955,20000,0,1.0,DOWN_One_OK
chr11_66050000_66075000_chr11_66225000_66250000_25000,1,CP,chr11,66050000,66075000,chr11,66225000,66250000,25000,25275,25000,25000,200000,1,1,1,0,1,UP,One_OK,10.137610607893345,12.206077645517674,0.126375,50000,0,1.0,UP_One_OK
chr11_66650000_66675000_chr11_66950000_66975000_25000,1,CT,chr11,66650000,66675000,chr11,66950000,66975000,25000,18315,25000,25000,325000,1,1,1,1,0,DOWN,Both_OK,9.815530273776986,12.691583538230217,0.05635384615384616,50000,0,1.0,DOWN_Both_OK
chr11_66780000_66790000_chr11_66950000_66960000_10000,1,CT,chr11,66780000,66790000,chr11,66950000,66960000,10000,10815,10000,10000,180000,1,1,1,1,0,DOWN,Both_OK,9.288781798282745,12.100717685412471,0.060083333333333336,20000,0,1.0,DOWN_Both_OK
chr11_66820000_66830000_chr11_66950000_66960000_10000,1,CT,chr11,66820000,66830000,chr11,66950000,66960000,10000,10815,10000,10000,140000,1,1,1,1,0,DOWN,Both_OK,9.288781798282745,11.849404844423074,0.07725,20000,0,1.0,DOWN_Both_OK
chr11_66825000_66830000_chr11_66940000_66945000_5000,1,CT,chr11,66825000,66830000,chr11,66940000,66945000,5000,1681,5000,5000,120000,1,1,1,1,0,DOWN,One_OK,7.427738840532894,11.695255355062795,0.014008333333333333,10000,0,1.0,DOWN_One_OK
chr11_66825000_66830000_chr11_66950000_66955000_5000,1,CT,chr11,66825000,66830000,chr11,66950000,66955000,5000,8315,5000,5000,130000,1,1,1,1,0,DOWN,One_OK,9.025936648977904,11.775297421715827,0.06396153846153846,10000,0,1.0,DOWN_One_OK
chr11_67025000_67050000_chr11_67200000_67225000_25000,1,CT,chr11,67025000,67050000,chr11,67200000,67225000,25000,34185,25000,25000,200000,1,1,1,1,0,DOWN,One_OK,10.439571482516213,12.206077645517674,0.170925,50000,0,1.0,DOWN_One_OK
chr11_67025000_67050000_chr11_67425000_67450000_25000,1,CP,chr11,67025000,67050000,chr11,67425000,67450000,25000,51770,25000,25000,425000,1,1,1,0,1,DOWN,One_OK,10.854585425915689,12.959846800844963,0.12181176470588236,50000,0,1.0,DOWN_One_OK
chr11_67025000_67050000_chr11_67575000_67600000_25000,1,CT,chr11,67025000,67050000,chr11,67575000,67600000,25000,8253,25000,25000,575000,1,1,1,1,0,DOWN,One_OK,9.018453210312527,13.26212705890841,0.01435304347826087,50000,0,1.0,DOWN_One_OK
chr11_67030000_67040000_chr11_67430000_67440000_10000,1,CP,chr11,67030000,67040000,chr11,67430000,67440000,10000,49270,10000,10000,410000,1,1,1,0,1,DOWN,One_OK,10.805090951658405,12.923914877701906,0.12017073170731707,20000,0,1.0,DOWN_One_OK
chr11_67040000_67050000_chr11_67220000_67230000_10000,1,CT,chr11,67040000,67050000,chr11,67220000,67230000,10000,21685,10000,10000,190000,1,1,1,1,0,DOWN,One_OK,9.984422170032127,12.154784614286667,0.11413157894736842,20000,0,1.0,DOWN_One_OK
chr11_67075000_67100000_chr11_67200000_67225000_25000,1,CT,chr11,67075000,67100000,chr11,67200000,67225000,25000,34185,25000,25000,150000,1,1,1,1,0,DOWN,One_OK,10.439571482516213,11.918397239722838,0.2279,50000,0,1.0,DOWN_One_OK
chr11_67750000_67775000_chr11_67950000_67975000_25000,1,CT,chr11,67750000,67775000,chr11,67950000,67975000,25000,28995,25000,25000,225000,1,1,1,1,0,UP,One_OK,10.274913168420769,12.323860125621126,0.12886666666666666,50000,0,1.0,UP_One_OK
chr11_67750000_67775000_chr11_68075000_68100000_25000,1,CT,chr11,67750000,67775000,chr11,68075000,68100000,25000,28995,25000,25000,350000,1,1,1,1,0,UP,One_OK,10.274913168420769,12.765691290604371,0.08284285714285715,50000,0,1.0,UP_One_OK
chr11_67975000_68000000_chr11_68075000_68100000_25000,1,CP,chr11,67975000,68000000,chr11,68075000,68100000,25000,266,25000,25000,125000,1,1,1,0,1,UP,One_OK,5.58724865840025,11.736077016252437,0.002128,50000,0,1.0,UP_One_OK
chr11_68075000_68100000_chr11_68275000_68300000_25000,1,CT,chr11,68075000,68100000,chr11,68275000,68300000,25000,1120,25000,25000,225000,1,1,1,1,0,DOWN,Both_OK,7.02197642307216,12.323860125621126,0.004977777777777778,50000,0,1.0,DOWN_Both_OK
chr11_68100000_68110000_chr11_68150000_68160000_10000,0,CT,chr11,68100000,68110000,chr11,68150000,68160000,10000,18117,10000,10000,60000,1,1,1,1,0,DOWN,One_OK,9.804661198229233,11.002116507732017,0.30195,20000,0,1.0,DOWN_One_OK
chr11_68100000_68110000_chr11_68270000_68280000_10000,0,CT,chr11,68100000,68110000,chr11,68270000,68280000,10000,13620,10000,10000,180000,1,1,1,1,0,DOWN,Both_OK,9.519367998447342,12.100717685412471,0.07566666666666666,20000,0,1.0,DOWN_Both_OK
chr11_68105000_68110000_chr11_68155000_68160000_5000,0,CT,chr11,68105000,68110000,chr11,68155000,68160000,5000,20617,5000,5000,55000,1,1,1,1,0,DOWN,One_OK,9.93391975965633,10.915106645867503,0.37485454545454544,10000,0,1.0,DOWN_One_OK
chr11_68105000_68110000_chr11_68275000_68280000_5000,0,CT,chr11,68105000,68110000,chr11,68275000,68280000,5000,11120,5000,5000,175000,1,1,1,1,0,DOWN,Both_OK,9.316590491818841,12.07254696717504,0.06354285714285714,10000,0,1.0,DOWN_Both_OK
chr11_68110000_68115000_chr11_68155000_68160000_5000,1,CT,chr11,68110000,68115000,chr11,68155000,68160000,5000,20617,5000,5000,50000,1,1,1,1,0,DOWN,One_OK,9.93391975965633,10.819798284210286,0.41234,10000,0,1.0,DOWN_One_OK
chr11_68150000_68160000_chr11_68270000_68280000_10000,1,CT,chr11,68150000,68160000,chr11,68270000,68280000,10000,13620,10000,10000,130000,1,1,1,1,0,DOWN,One_OK,9.519367998447342,11.775297421715827,0.10476923076923077,20000,0,1.0,DOWN_One_OK
chr11_68175000_68200000_chr11_68275000_68300000_25000,1,CT,chr11,68175000,68200000,chr11,68275000,68300000,25000,1120,25000,25000,125000,1,1,1,1,0,DOWN,One_OK,7.02197642307216,11.736077016252437,0.00896,50000,0,1.0,DOWN_One_OK
chr11_68180000_68185000_chr11_68275000_68280000_5000,1,CT,chr11,68180000,68185000,chr11,68275000,68280000,5000,11120,5000,5000,100000,1,1,1,1,0,DOWN,One_OK,9.316590491818841,11.51293546492023,0.1112,10000,0,1.0,DOWN_One_OK
chr11_68180000_68190000_chr11_68270000_68280000_10000,1,CT,chr11,68180000,68190000,chr11,68270000,68280000,10000,13620,10000,10000,100000,1,1,1,1,0,DOWN,One_OK,9.519367998447342,11.51293546492023,0.1362,20000,0,1.0,DOWN_One_OK
chr11_68190000_68200000_chr11_68270000_68280000_10000,0,CT,chr11,68190000,68200000,chr11,68270000,68280000,10000,13620,10000,10000,90000,1,1,1,1,0,DOWN,One_OK,9.519367998447342,11.407576060361786,0.15133333333333332,20000,0,1.0,DOWN_One_OK
chr11_68330000_68335000_chr11_68365000_68370000_5000,1,CP,chr11,68330000,68335000,chr11,68365000,68370000,5000,0,5000,5000,40000,1,1,1,0,1,DOWN,One_OK,0.0,10.596659732783579,0.0,10000,0,1.0,DOWN_One_OK
chr11_68330000_68340000_chr11_68380000_68390000_10000,1,CT,chr11,68330000,68340000,chr11,68380000,68390000,10000,7233,10000,10000,60000,1,1,1,1,0,DOWN,One_OK,8.886547412512042,11.002116507732017,0.12055,20000,0,1.0,DOWN_One_OK
chr11_68550000_68575000_chr11_68650000_68675000_25000,1,CT,chr11,68550000,68575000,chr11,68650000,68675000,25000,11033,25000,25000,125000,1,1,1,1,0,UP,One_OK,9.308736693832376,11.736077016252437,0.088264,50000,0,1.0,UP_One_OK
chr11_68550000_68575000_chr11_68775000_68800000_25000,0,CT,chr11,68550000,68575000,chr11,68775000,68800000,25000,11033,25000,25000,250000,1,1,1,1,0,UP,One_OK,9.308736693832376,12.429220196836383,0.044132,50000,0,1.0,UP_One_OK
chr11_68590000_68595000_chr11_68665000_68670000_5000,1,CP,chr11,68590000,68595000,chr11,68665000,68670000,5000,36159,5000,5000,80000,1,1,1,0,1,UP,One_OK,10.495708814506113,11.289794413577894,0.4519875,10000,0,1.0,UP_One_OK
chr11_68590000_68600000_chr11_68660000_68670000_10000,1,CP,chr11,68590000,68600000,chr11,68660000,68670000,10000,33659,10000,10000,80000,1,1,1,0,1,UP,One_OK,10.424065467744796,11.289794413577894,0.4207375,20000,0,1.0,UP_One_OK
chr11_68850000_68875000_chr11_69025000_69050000_25000,1,CP,chr11,68850000,68875000,chr11,69025000,69050000,25000,3453,25000,25000,200000,1,1,1,0,1,UP,Both_OK,8.147288258706624,12.206077645517674,0.017265,50000,0,1.0,UP_Both_OK
chr11_68850000_68875000_chr11_69275000_69300000_25000,1,CP,chr11,68850000,68875000,chr11,69275000,69300000,25000,3453,25000,25000,450000,1,1,1,0,1,UP,One_OK,8.147288258706624,13.017005083966255,0.007673333333333333,50000,0,1.0,UP_One_OK
chr11_68850000_68875000_chr11_69300000_69325000_25000,1,CP,chr11,68850000,68875000,chr11,69300000,69325000,25000,3453,25000,25000,475000,1,1,1,0,1,UP,Both_OK,8.147288258706624,13.07107218827772,0.007269473684210526,50000,0,1.0,UP_Both_OK
chr11_68860000_68870000_chr11_68910000_68920000_10000,1,CT,chr11,68860000,68870000,chr11,68910000,68920000,10000,8817,10000,10000,60000,1,1,1,1,0,DOWN,One_OK,9.084550365917883,11.002116507732017,0.14695,20000,0,1.0,DOWN_One_OK
chr11_68870000_68875000_chr11_68905000_68910000_5000,1,CT,chr11,68870000,68875000,chr11,68905000,68910000,5000,1317,5000,5000,40000,1,1,1,1,0,DOWN,One_OK,7.183870715062453,10.596659732783579,0.032925,10000,0,1.0,DOWN_One_OK
chr11_69060000_69070000_chr11_69300000_69310000_10000,1,CT,chr11,69060000,69070000,chr11,69300000,69310000,10000,17197,10000,10000,250000,1,1,1,1,0,DOWN,One_OK,9.752548376970841,12.429220196836383,0.068788,20000,0,1.0,DOWN_One_OK
chr11_69065000_69070000_chr11_69300000_69305000_5000,1,CT,chr11,69065000,69070000,chr11,69300000,69305000,5000,19697,5000,5000,240000,1,1,1,1,0,DOWN,One_OK,9.888272386729648,12.388398368982115,0.08207083333333333,10000,0,1.0,DOWN_One_OK
chr11_69375000_69400000_chr11_69650000_69675000_25000,1,CP,chr11,69375000,69400000,chr11,69650000,69675000,25000,43718,25000,25000,300000,1,1,1,0,1,UP,One_OK,10.685538069201806,12.611541086966115,0.14572666666666667,50000,0,1.0,UP_One_OK
chr11_69375000_69400000_chr11_70125000_70150000_25000,1,CP,chr11,69375000,69400000,chr11,70125000,70150000,25000,43718,25000,25000,775000,1,1,1,0,1,UP,One_OK,10.685538069201806,13.560619598657233,0.05641032258064516,50000,0,1.0,UP_One_OK
chr11_69380000_69390000_chr11_69650000_69660000_10000,1,CP,chr11,69380000,69390000,chr11,69650000,69660000,10000,46218,10000,10000,280000,1,1,1,0,1,UP,One_OK,10.741146247938758,12.54254845357358,0.16506428571428572,20000,0,1.0,UP_One_OK
chr11_69380000_69390000_chr11_70130000_70140000_10000,1,CT,chr11,69380000,69390000,chr11,70130000,70140000,10000,4502,10000,10000,760000,1,1,1,1,0,DOWN,Both_OK,8.412499120301572,13.541075028051122,0.005923684210526315,20000,0,1.0,DOWN_Both_OK
chr11_69400000_69410000_chr11_69650000_69660000_10000,1,CP,chr11,69400000,69410000,chr11,69650000,69660000,10000,26218,10000,10000,260000,1,1,1,0,1,UP,One_OK,10.174239617765064,12.468440756144114,0.10083846153846154,20000,0,1.0,UP_One_OK
chr11_69400000_69425000_chr11_69625000_69650000_25000,1,CP,chr11,69400000,69425000,chr11,69625000,69650000,25000,18718,25000,25000,250000,1,1,1,0,1,UP,One_OK,9.83729432980133,12.429220196836383,0.074872,50000,0,1.0,UP_One_OK
chr11_69650000_69675000_chr11_70125000_70150000_25000,1,CT,chr11,69650000,69675000,chr11,70125000,70150000,25000,3911,25000,25000,500000,1,1,1,1,0,UP,One_OK,8.271804031154709,13.122365377402328,0.007822,50000,0,1.0,UP_One_OK
chr11_69660000_69670000_chr11_70130000_70140000_10000,1,CT,chr11,69660000,69670000,chr11,70130000,70140000,10000,4502,10000,10000,480000,1,1,1,1,0,DOWN,Both_OK,8.412499120301572,13.081543466215237,0.009379166666666666,20000,0,1.0,DOWN_Both_OK
chr11_69665000_69670000_chr11_70130000_70135000_5000,1,CT,chr11,69665000,69670000,chr11,70130000,70135000,5000,2002,5000,5000,470000,1,1,1,1,0,DOWN,Both_OK,7.602401335665818,13.060490101343552,0.004259574468085107,10000,0,1.0,DOWN_Both_OK
chr11_69750000_69775000_chr11_70125000_70150000_25000,1,CT,chr11,69750000,69775000,chr11,70125000,70150000,25000,103911,25000,25000,400000,1,1,1,1,0,UP,One_OK,11.55129966608712,12.899222326086994,0.2597775,50000,0,1.0,UP_One_OK
chr11_69760000_69765000_chr11_70130000_70135000_5000,1,CT,chr11,69760000,69765000,chr11,70130000,70135000,5000,2002,5000,5000,375000,1,1,1,1,0,DOWN,Both_OK,7.602401335665818,12.834683971615659,0.005338666666666667,10000,0,1.0,DOWN_Both_OK
chr11_69760000_69770000_chr11_70130000_70140000_10000,1,CT,chr11,69760000,69770000,chr11,70130000,70140000,10000,4502,10000,10000,380000,1,1,1,1,0,DOWN,Both_OK,8.412499120301572,12.847929163278053,0.01184736842105263,20000,0,1.0,DOWN_Both_OK
chr11_69765000_69770000_chr11_70130000_70135000_5000,1,CT,chr11,69765000,69770000,chr11,70130000,70135000,5000,2002,5000,5000,370000,1,1,1,1,0,DOWN,Both_OK,7.602401335665818,12.821260987319457,0.005410810810810811,10000,0,1.0,DOWN_Both_OK
chr11_69770000_69780000_chr11_70130000_70140000_10000,1,CT,chr11,69770000,69780000,chr11,70130000,70140000,10000,4502,10000,10000,370000,1,1,1,1,0,DOWN,Both_OK,8.412499120301572,12.821260987319457,0.012167567567567568,20000,0,1.0,DOWN_Both_OK
chr11_70210000_70215000_chr11_70375000_70380000_5000,1,CP,chr11,70210000,70215000,chr11,70375000,70380000,5000,31011,5000,5000,170000,1,1,1,0,1,UP,One_OK,10.34212950533885,12.04355959836804,0.18241764705882352,10000,0,1.0,UP_One_OK
chr11_70210000_70220000_chr11_70370000_70380000_10000,1,CP,chr11,70210000,70220000,chr11,70370000,70380000,10000,33511,10000,10000,170000,1,1,1,0,1,UP,One_OK,10.419658862626871,12.04355959836804,0.1971235294117647,20000,0,1.0,UP_One_OK
chr11_70560000_70570000_chr11_70700000_70710000_10000,1,CT,chr11,70560000,70570000,chr11,70700000,70710000,10000,2974,10000,10000,150000,1,1,1,1,0,DOWN,One_OK,7.99799931797973,11.918397239722838,0.019826666666666666,20000,0,1.0,DOWN_One_OK
chr11_70700000_70705000_chr11_71040000_71045000_5000,1,CT,chr11,70700000,70705000,chr11,71040000,71045000,5000,5474,5000,5000,345000,1,1,1,1,0,UP,One_OK,8.607947554684701,12.75130259456002,0.015866666666666668,10000,0,1.0,UP_One_OK
chr11_70700000_70710000_chr11_71030000_71040000_10000,1,CT,chr11,70700000,70710000,chr11,71030000,71040000,10000,2974,10000,10000,340000,1,1,1,1,0,UP,One_OK,7.99799931797973,12.73670383776449,0.008747058823529412,20000,0,1.0,UP_One_OK
chr11_70700000_70710000_chr11_71040000_71050000_10000,1,CT,chr11,70700000,70710000,chr11,71040000,71050000,10000,2974,10000,10000,350000,1,1,1,1,0,UP,One_OK,7.99799931797973,12.765691290604371,0.008497142857142858,20000,0,1.0,UP_One_OK
chr11_70700000_70725000_chr11_70925000_70950000_25000,1,CP,chr11,70700000,70725000,chr11,70925000,70950000,25000,4255,25000,25000,250000,1,1,1,0,1,UP,One_OK,8.35608503102148,12.429220196836383,0.01702,50000,0,1.0,UP_One_OK
chr11_70700000_70725000_chr11_71025000_71050000_25000,1,CP,chr11,70700000,70725000,chr11,71025000,71050000,25000,4255,25000,25000,350000,1,1,1,0,1,UP,One_OK,8.35608503102148,12.765691290604371,0.012157142857142858,50000,0,1.0,UP_One_OK
chr11_70705000_70710000_chr11_71035000_71040000_5000,1,CT,chr11,70705000,70710000,chr11,71035000,71040000,5000,474,5000,5000,335000,1,1,1,1,0,UP,One_OK,6.163314804034641,12.721888795877375,0.0014149253731343284,10000,0,1.0,UP_One_OK
chr11_70705000_70710000_chr11_71040000_71045000_5000,1,CT,chr11,70705000,70710000,chr11,71040000,71045000,5000,474,5000,5000,340000,1,1,1,1,0,UP,One_OK,6.163314804034641,12.73670383776449,0.0013941176470588235,10000,0,1.0,UP_One_OK
chr11_71200000_71225000_chr11_71900000_71925000_25000,1,CT,chr11,71200000,71225000,chr11,71900000,71925000,25000,13960,25000,25000,725000,1,1,1,1,0,UP,Both_OK,9.544023006988647,13.493928313146206,0.019255172413793105,50000,0,1.0,UP_Both_OK
chr11_71205000_71210000_chr11_71910000_71915000_5000,1,CT,chr11,71205000,71210000,chr11,71910000,71915000,5000,18960,5000,5000,710000,1,1,1,1,0,UP,One_OK,9.850139517034204,13.47302165746721,0.026704225352112677,10000,0,1.0,UP_One_OK
chr11_71420000_71430000_chr11_71910000_71920000_10000,1,CT,chr11,71420000,71430000,chr11,71910000,71920000,10000,48455,10000,10000,500000,1,1,1,1,0,UP,One_OK,10.788411448660783,13.122365377402328,0.09691,20000,0,1.0,UP_One_OK
chr11_71425000_71450000_chr11_71900000_71925000_25000,1,CT,chr11,71425000,71450000,chr11,71900000,71925000,25000,60955,25000,25000,500000,1,1,1,1,0,UP,Both_OK,11.01790757140975,13.122365377402328,0.12191,50000,0,1.0,UP_Both_OK
chr11_72250000_72275000_chr11_73300000_73325000_25000,1,CT,chr11,72250000,72275000,chr11,73300000,73325000,25000,73898,25000,25000,1075000,1,1,1,1,0,UP,One_OK,11.210454575045008,13.887832149776026,0.06874232558139536,50000,0,1.0,UP_One_OK
chr11_72250000_72275000_chr11_73325000_73350000_25000,1,CP,chr11,72250000,72275000,chr11,73325000,73350000,25000,57549,25000,25000,1100000,1,1,1,0,1,DOWN,Both_OK,10.960409414150028,13.910821646859095,0.052317272727272726,50000,0,1.0,DOWN_Both_OK
chr11_72260000_72270000_chr11_73230000_73240000_10000,1,CT,chr11,72260000,72270000,chr11,73230000,73240000,10000,76398,10000,10000,980000,1,1,1,1,0,UP,One_OK,11.243724886063715,13.795308871054397,0.07795714285714286,20000,0,1.0,UP_One_OK
chr11_72260000_72270000_chr11_73320000_73330000_10000,1,CT,chr11,72260000,72270000,chr11,73320000,73330000,10000,76398,10000,10000,1070000,1,1,1,1,0,UP,One_OK,11.243724886063715,13.883170141017091,0.0714,20000,0,1.0,UP_One_OK
chr11_73325000_73350000_chr11_73650000_73675000_25000,1,CP,chr11,73325000,73350000,chr11,73650000,73675000,25000,57549,25000,25000,350000,1,1,1,0,1,UP,One_OK,10.960409414150028,12.765691290604371,0.1644257142857143,50000,0,1.0,UP_One_OK
chr11_73325000_73350000_chr11_73875000_73900000_25000,1,CP,chr11,73325000,73350000,chr11,73875000,73900000,25000,57549,25000,25000,575000,1,1,1,0,1,UP,Both_OK,10.960409414150028,13.26212705890841,0.10008521739130435,50000,0,1.0,UP_Both_OK
chr11_73650000_73675000_chr11_73875000_73900000_25000,1,CT,chr11,73650000,73675000,chr11,73875000,73900000,25000,72933,25000,25000,250000,1,1,1,1,0,DOWN,One_OK,11.197310201587902,12.429220196836383,0.291732,50000,0,1.0,DOWN_One_OK
chr11_73650000_73675000_chr11_74525000_74550000_25000,1,CT,chr11,73650000,73675000,chr11,74525000,74550000,25000,152063,25000,25000,900000,1,1,1,1,0,UP,One_OK,11.932056763842207,13.710151153416941,0.16895888888888888,50000,0,1.0,UP_One_OK
chr11_73660000_73670000_chr11_73880000_73890000_10000,1,CT,chr11,73660000,73670000,chr11,73880000,73890000,10000,70433,10000,10000,230000,1,1,1,1,0,DOWN,One_OK,11.162431380106577,12.345838935721968,0.3062304347826087,20000,0,1.0,DOWN_One_OK
chr11_73660000_73670000_chr11_74530000_74540000_10000,1,CT,chr11,73660000,73670000,chr11,74530000,74540000,10000,149563,10000,10000,880000,1,1,1,1,0,UP,One_OK,11.915479673852422,13.68767832281738,0.16995795454545454,20000,0,1.0,UP_One_OK
chr11_74000000_74025000_chr11_74525000_74550000_25000,1,CT,chr11,74000000,74025000,chr11,74525000,74550000,25000,145001,25000,25000,550000,1,1,1,1,0,UP,One_OK,11.884502814411036,13.217675375388819,0.2636381818181818,50000,0,1.0,UP_One_OK
chr11_74250000_74260000_chr11_74530000_74540000_10000,1,CT,chr11,74250000,74260000,chr11,74530000,74540000,10000,3955,10000,10000,290000,1,1,1,1,0,UP,One_OK,8.282988692742602,12.577639650232573,0.01363793103448276,20000,0,1.0,UP_One_OK
chr11_74250000_74275000_chr11_74525000_74550000_25000,1,CT,chr11,74250000,74275000,chr11,74525000,74550000,25000,11455,25000,25000,300000,1,1,1,1,0,UP,One_OK,9.346268889200427,12.611541086966115,0.03818333333333333,50000,0,1.0,UP_One_OK
chr11_74250000_74275000_chr11_74750000_74775000_25000,1,CT,chr11,74250000,74275000,chr11,74750000,74775000,25000,11455,25000,25000,525000,1,1,1,1,0,UP,One_OK,9.346268889200427,13.171155446333852,0.02181904761904762,50000,0,1.0,UP_One_OK
chr11_74420000_74430000_chr11_74530000_74540000_10000,1,CT,chr11,74420000,74430000,chr11,74530000,74540000,10000,3249,10000,10000,120000,1,1,1,1,0,UP,One_OK,8.086410275323782,11.695255355062795,0.027075,20000,0,1.0,UP_One_OK
chr11_74550000_74560000_chr11_74770000_74780000_10000,0,CT,chr11,74550000,74560000,chr11,74770000,74780000,10000,79419,10000,10000,230000,1,1,1,1,0,UP,One_OK,11.282505504685242,12.345838935721968,0.3453,20000,0,1.0,UP_One_OK
chr11_74560000_74570000_chr11_74770000_74780000_10000,0,CT,chr11,74560000,74570000,chr11,74770000,74780000,10000,69419,10000,10000,220000,1,1,1,1,0,UP,One_OK,11.147930289415777,12.301387370778713,0.3155409090909091,20000,0,1.0,UP_One_OK
chr11_75390000_75395000_chr11_76855000_76860000_5000,1,CT,chr11,75390000,75395000,chr11,76855000,76860000,5000,3176,5000,5000,1470000,1,1,1,1,0,DOWN,One_OK,8.063692634269517,14.200773639026796,0.002160544217687075,10000,0,1.0,DOWN_One_OK
